QuantumComputerID,T1CoherenceTime,T2CoherenceTime,Frequency,OperationID,ReadoutErrorRate
4,6.03,6.66,4.76,8,15.33
4,30.67,52.35,4.97,8,5.57
4,61.90,16.84,5.10,8,0.20
4,66.34,77.30,5.24,8,0.49
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,10.64
4,61.03,35.03,5.03,8,0.59
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,5.18
4,58.20,83.45,4.97,8,6.93
4,71.57,133.60,4.74,8,5.86
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,1.76
4,39.95,94.25,5.01,8,13.09
4,6.03,6.66,4.76,8,34.18
4,30.67,52.35,4.97,8,5.27
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.59
4,81.18,147.82,5.03,8,0.59
4,97.42,56.29,4.90,8,11.91
4,61.03,35.03,5.03,8,0.59
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,14.16
4,58.20,83.45,4.97,8,35.64
4,71.57,133.60,4.74,8,4.30
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,1.56
4,39.95,94.25,5.01,8,2.44
4,6.03,6.66,4.76,8,19.24
4,30.67,52.35,4.97,8,4.49
4,61.90,16.84,5.10,8,0.10
4,66.34,77.30,5.24,8,0.88
4,81.18,147.82,5.03,8,0.78
4,97.42,56.29,4.90,8,8.98
4,61.03,35.03,5.03,8,0.39
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,22.07
4,58.20,83.45,4.97,8,10.84
4,71.57,133.60,4.74,8,7.52
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,11.33
4,39.95,94.25,5.01,8,4.20
4,6.03,6.66,4.76,8,13.09
4,30.67,52.35,4.97,8,6.64
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.59
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,9.57
4,61.03,35.03,5.03,8,0.10
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,3.12
4,58.20,83.45,4.97,8,42.29
4,71.57,133.60,4.74,8,4.00
4,42.90,71.04,4.96,8,0.68
4,74.91,51.16,4.95,8,5.18
4,39.95,94.25,5.01,8,3.22
4,6.03,6.66,4.76,8,19.63
4,30.67,52.35,4.97,8,5.27
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.59
4,97.42,56.29,4.90,8,10.16
4,61.03,35.03,5.03,8,0.88
4,21.26,53.89,5.07,8,0.59
4,61.01,71.23,4.92,8,18.95
4,58.20,83.45,4.97,8,31.54
4,71.57,133.60,4.74,8,4.20
4,42.90,71.04,4.96,8,0.49
4,74.91,51.16,4.95,8,11.23
4,39.95,94.25,5.01,8,3.42
4,6.03,6.66,4.76,8,15.53
4,30.67,52.35,4.97,8,5.18
4,61.90,16.84,5.10,8,0.68
4,66.34,77.30,5.24,8,0.49
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,12.01
4,61.03,35.03,5.03,8,0.29
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,0.49
4,58.20,83.45,4.97,8,10.16
4,71.57,133.60,4.74,8,3.81
4,42.90,71.04,4.96,8,1.17
4,74.91,51.16,4.95,8,9.08
4,39.95,94.25,5.01,8,5.18
4,6.03,6.66,4.76,8,23.54
4,30.67,52.35,4.97,8,5.96
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.78
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,10.45
4,61.03,35.03,5.03,8,0.68
4,21.26,53.89,5.07,8,0.00
4,61.01,71.23,4.92,8,4.00
4,58.20,83.45,4.97,8,5.27
4,71.57,133.60,4.74,8,4.59
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,4.20
4,39.95,94.25,5.01,8,3.12
4,6.03,6.66,4.76,8,15.62
4,30.67,52.35,4.97,8,5.66
4,61.90,16.84,5.10,8,0.49
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,10.84
4,61.03,35.03,5.03,8,0.88
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,13.09
4,58.20,83.45,4.97,8,1.86
4,71.57,133.60,4.74,8,3.91
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,4.20
4,39.95,94.25,5.01,8,1.56
4,6.03,6.66,4.76,8,14.65
4,30.67,52.35,4.97,8,5.76
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.29
4,97.42,56.29,4.90,8,9.77
4,61.03,35.03,5.03,8,1.46
4,21.26,53.89,5.07,8,0.00
4,61.01,71.23,4.92,8,2.44
4,58.20,83.45,4.97,8,1.66
4,71.57,133.60,4.74,8,3.32
4,42.90,71.04,4.96,8,0.49
4,74.91,51.16,4.95,8,8.30
4,39.95,94.25,5.01,8,0.29
4,6.03,6.66,4.76,8,14.16
4,30.67,52.35,4.97,8,6.15
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,1.07
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,13.38
4,61.03,35.03,5.03,8,0.59
4,21.26,53.89,5.07,8,0.59
4,61.01,71.23,4.92,8,4.88
4,58.20,83.45,4.97,8,31.15
4,71.57,133.60,4.74,8,3.81
4,42.90,71.04,4.96,8,0.98
4,74.91,51.16,4.95,8,9.86
4,39.95,94.25,5.01,8,3.22
4,6.03,6.66,4.76,8,11.91
4,30.67,52.35,4.97,8,4.39
4,61.90,16.84,5.10,8,0.20
4,66.34,77.30,5.24,8,0.88
4,81.18,147.82,5.03,8,0.29
4,97.42,56.29,4.90,8,11.13
4,61.03,35.03,5.03,8,0.68
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,23.05
4,58.20,83.45,4.97,8,10.94
4,71.57,133.60,4.74,8,5.18
4,42.90,71.04,4.96,8,0.29
4,74.91,51.16,4.95,8,10.55
4,39.95,94.25,5.01,8,3.12
4,6.03,6.66,4.76,8,13.57
4,30.67,52.35,4.97,8,5.47
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.88
4,81.18,147.82,5.03,8,0.78
4,97.42,56.29,4.90,8,11.72
4,61.03,35.03,5.03,8,1.95
4,21.26,53.89,5.07,8,0.78
4,61.01,71.23,4.92,8,8.69
4,58.20,83.45,4.97,8,12.70
4,71.57,133.60,4.74,8,2.93
4,42.90,71.04,4.96,8,0.29
4,74.91,51.16,4.95,8,6.25
4,39.95,94.25,5.01,8,0.39
4,6.03,6.66,4.76,8,12.30
4,30.67,52.35,4.97,8,6.25
4,61.90,16.84,5.10,8,0.49
4,66.34,77.30,5.24,8,0.39
4,81.18,147.82,5.03,8,0.68
4,97.42,56.29,4.90,8,10.94
4,61.03,35.03,5.03,8,0.39
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,0.59
4,58.20,83.45,4.97,8,35.74
4,71.57,133.60,4.74,8,6.05
4,42.90,71.04,4.96,8,0.10
4,74.91,51.16,4.95,8,1.95
4,39.95,94.25,5.01,8,0.98
4,6.03,6.66,4.76,8,13.28
4,30.67,52.35,4.97,8,4.79
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,1.37
4,81.18,147.82,5.03,8,0.78
4,97.42,56.29,4.90,8,12.70
4,61.03,35.03,5.03,8,0.39
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,1.07
4,58.20,83.45,4.97,8,35.06
4,71.57,133.60,4.74,8,4.39
4,42.90,71.04,4.96,8,1.07
4,74.91,51.16,4.95,8,1.95
4,39.95,94.25,5.01,8,0.68
4,6.03,6.66,4.76,8,10.94
4,30.67,52.35,4.97,8,5.18
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,1.17
4,81.18,147.82,5.03,8,0.78
4,97.42,56.29,4.90,8,9.18
4,61.03,35.03,5.03,8,0.98
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,0.29
4,58.20,83.45,4.97,8,14.45
4,71.57,133.60,4.74,8,2.54
4,42.90,71.04,4.96,8,0.29
4,74.91,51.16,4.95,8,1.56
4,39.95,94.25,5.01,8,0.98
4,6.03,6.66,4.76,8,13.09
4,30.67,52.35,4.97,8,4.49
4,61.90,16.84,5.10,8,0.00
4,66.34,77.30,5.24,8,0.29
4,81.18,147.82,5.03,8,0.78
4,97.42,56.29,4.90,8,13.09
4,61.03,35.03,5.03,8,1.66
4,21.26,53.89,5.07,8,0.49
4,61.01,71.23,4.92,8,12.40
4,58.20,83.45,4.97,8,5.18
4,71.57,133.60,4.74,8,2.73
4,42.90,71.04,4.96,8,0.59
4,74.91,51.16,4.95,8,7.81
4,39.95,94.25,5.01,8,8.50
4,6.03,6.66,4.76,8,12.89
4,30.67,52.35,4.97,8,6.45
4,61.90,16.84,5.10,8,1.27
4,66.34,77.30,5.24,8,0.78
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,12.70
4,61.03,35.03,5.03,8,0.29
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,0.78
4,58.20,83.45,4.97,8,5.27
4,71.57,133.60,4.74,8,4.88
4,42.90,71.04,4.96,8,1.76
4,74.91,51.16,4.95,8,0.88
4,39.95,94.25,5.01,8,0.68
4,6.03,6.66,4.76,8,12.99
4,30.67,52.35,4.97,8,5.57
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.49
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,10.84
4,61.03,35.03,5.03,8,1.46
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,0.78
4,58.20,83.45,4.97,8,30.96
4,71.57,133.60,4.74,8,2.54
4,42.90,71.04,4.96,8,1.56
4,74.91,51.16,4.95,8,11.13
4,39.95,94.25,5.01,8,0.88
4,6.03,6.66,4.76,8,14.06
4,30.67,52.35,4.97,8,7.23
4,61.90,16.84,5.10,8,0.00
4,66.34,77.30,5.24,8,0.88
4,81.18,147.82,5.03,8,0.10
4,97.42,56.29,4.90,8,11.13
4,61.03,35.03,5.03,8,0.29
4,21.26,53.89,5.07,8,0.39
4,61.01,71.23,4.92,8,1.27
4,58.20,83.45,4.97,8,33.79
4,71.57,133.60,4.74,8,2.34
4,42.90,71.04,4.96,8,0.88
4,74.91,51.16,4.95,8,3.61
4,39.95,94.25,5.01,8,1.37
4,6.03,6.66,4.76,8,12.50
4,30.67,52.35,4.97,8,5.08
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.88
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,13.77
4,61.03,35.03,5.03,8,0.39
4,21.26,53.89,5.07,8,0.39
4,61.01,71.23,4.92,8,0.29
4,58.20,83.45,4.97,8,4.20
4,71.57,133.60,4.74,8,2.73
4,42.90,71.04,4.96,8,0.39
4,74.91,51.16,4.95,8,11.72
4,39.95,94.25,5.01,8,2.15
4,6.03,6.66,4.76,8,11.62
4,30.67,52.35,4.97,8,5.76
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.59
4,81.18,147.82,5.03,8,0.68
4,97.42,56.29,4.90,8,16.50
4,61.03,35.03,5.03,8,0.20
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,4.00
4,58.20,83.45,4.97,8,2.93
4,71.57,133.60,4.74,8,4.00
4,42.90,71.04,4.96,8,0.49
4,74.91,51.16,4.95,8,0.98
4,39.95,94.25,5.01,8,0.98
4,6.03,6.66,4.76,8,10.06
4,30.67,52.35,4.97,8,5.86
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,9.96
4,61.03,35.03,5.03,8,0.29
4,21.26,53.89,5.07,8,0.00
4,61.01,71.23,4.92,8,2.54
4,58.20,83.45,4.97,8,38.67
4,71.57,133.60,4.74,8,3.42
4,42.90,71.04,4.96,8,0.39
4,74.91,51.16,4.95,8,1.37
4,39.95,94.25,5.01,8,0.59
4,6.03,6.66,4.76,8,14.06
4,30.67,52.35,4.97,8,4.79
4,61.90,16.84,5.10,8,0.49
4,66.34,77.30,5.24,8,0.29
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,13.18
4,61.03,35.03,5.03,8,0.78
4,21.26,53.89,5.07,8,0.68
4,61.01,71.23,4.92,8,1.27
4,58.20,83.45,4.97,8,36.52
4,71.57,133.60,4.74,8,6.35
4,42.90,71.04,4.96,8,2.83
4,74.91,51.16,4.95,8,5.86
4,39.95,94.25,5.01,8,0.68
4,6.03,6.66,4.76,8,13.87
4,30.67,52.35,4.97,8,7.91
4,61.90,16.84,5.10,8,0.68
4,66.34,77.30,5.24,8,1.37
4,81.18,147.82,5.03,8,0.20
4,97.42,56.29,4.90,8,10.64
4,61.03,35.03,5.03,8,2.15
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,7.91
4,58.20,83.45,4.97,8,6.64
4,71.57,133.60,4.74,8,6.15
4,42.90,71.04,4.96,8,1.37
4,74.91,51.16,4.95,8,8.20
4,39.95,94.25,5.01,8,1.56
4,6.03,6.66,4.76,8,9.47
4,30.67,52.35,4.97,8,7.32
4,61.90,16.84,5.10,8,0.20
4,66.34,77.30,5.24,8,0.78
4,81.18,147.82,5.03,8,0.59
4,97.42,56.29,4.90,8,11.91
4,61.03,35.03,5.03,8,1.56
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,0.49
4,58.20,83.45,4.97,8,12.79
4,71.57,133.60,4.74,8,6.54
4,42.90,71.04,4.96,8,2.73
4,74.91,51.16,4.95,8,13.18
4,39.95,94.25,5.01,8,2.44
4,6.03,6.66,4.76,8,11.62
4,30.67,52.35,4.97,8,4.88
4,61.90,16.84,5.10,8,0.88
4,66.34,77.30,5.24,8,0.98
4,81.18,147.82,5.03,8,0.20
4,97.42,56.29,4.90,8,12.79
4,61.03,35.03,5.03,8,0.78
4,21.26,53.89,5.07,8,0.39
4,61.01,71.23,4.92,8,0.88
4,58.20,83.45,4.97,8,21.29
4,71.57,133.60,4.74,8,7.03
4,42.90,71.04,4.96,8,1.76
4,74.91,51.16,4.95,8,11.82
4,39.95,94.25,5.01,8,1.95
4,6.03,6.66,4.76,8,11.52
4,30.67,52.35,4.97,8,5.96
4,61.90,16.84,5.10,8,0.29
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.59
4,97.42,56.29,4.90,8,11.04
4,61.03,35.03,5.03,8,0.68
4,21.26,53.89,5.07,8,0.88
4,61.01,71.23,4.92,8,18.36
4,58.20,83.45,4.97,8,4.49
4,71.57,133.60,4.74,8,6.93
4,42.90,71.04,4.96,8,0.78
4,74.91,51.16,4.95,8,1.86
4,39.95,94.25,5.01,8,0.59
4,6.03,6.66,4.76,8,12.60
4,30.67,52.35,4.97,8,4.39
4,61.90,16.84,5.10,8,0.20
4,66.34,77.30,5.24,8,0.59
4,81.18,147.82,5.03,8,1.56
4,97.42,56.29,4.90,8,10.94
4,61.03,35.03,5.03,8,0.59
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,0.49
4,58.20,83.45,4.97,8,14.06
4,71.57,133.60,4.74,8,5.96
4,42.90,71.04,4.96,8,0.59
4,74.91,51.16,4.95,8,8.98
4,39.95,94.25,5.01,8,7.52
4,6.03,6.66,4.76,8,13.18
4,30.67,52.35,4.97,8,5.08
4,61.90,16.84,5.10,8,0.20
4,66.34,77.30,5.24,8,0.39
4,81.18,147.82,5.03,8,0.29
4,97.42,56.29,4.90,8,11.91
4,61.03,35.03,5.03,8,0.49
4,21.26,53.89,5.07,8,0.10
4,61.01,71.23,4.92,8,3.61
4,58.20,83.45,4.97,8,3.71
4,71.57,133.60,4.74,8,3.61
4,42.90,71.04,4.96,8,0.20
4,74.91,51.16,4.95,8,5.86
4,39.95,94.25,5.01,8,2.73
4,6.03,6.66,4.76,8,14.55
4,30.67,52.35,4.97,8,4.88
4,61.90,16.84,5.10,8,0.49
4,66.34,77.30,5.24,8,0.49
4,81.18,147.82,5.03,8,0.68
4,97.42,56.29,4.90,8,10.35
4,61.03,35.03,5.03,8,0.98
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,1.46
4,58.20,83.45,4.97,8,2.15
4,71.57,133.60,4.74,8,5.08
4,42.90,71.04,4.96,8,0.78
4,74.91,51.16,4.95,8,7.62
4,39.95,94.25,5.01,8,0.00
4,6.03,6.66,4.76,8,20.12
4,30.67,52.35,4.97,8,5.66
4,61.90,16.84,5.10,8,0.88
4,66.34,77.30,5.24,8,0.98
4,81.18,147.82,5.03,8,0.39
4,97.42,56.29,4.90,8,11.04
4,61.03,35.03,5.03,8,2.44
4,21.26,53.89,5.07,8,0.00
4,61.01,71.23,4.92,8,1.07
4,58.20,83.45,4.97,8,4.30
4,71.57,133.60,4.74,8,4.10
4,42.90,71.04,4.96,8,2.83
4,74.91,51.16,4.95,8,11.33
4,39.95,94.25,5.01,8,1.17
4,6.03,6.66,4.76,8,12.40
4,30.67,52.35,4.97,8,5.18
4,61.90,16.84,5.10,8,0.39
4,66.34,77.30,5.24,8,0.78
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,11.43
4,61.03,35.03,5.03,8,0.68
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,0.49
4,58.20,83.45,4.97,8,4.59
4,71.57,133.60,4.74,8,4.88
4,42.90,71.04,4.96,8,0.29
4,74.91,51.16,4.95,8,1.76
4,39.95,94.25,5.01,8,0.59
4,6.03,6.66,4.76,8,33.11
4,30.67,52.35,4.97,8,5.37
4,61.90,16.84,5.10,8,0.68
4,66.34,77.30,5.24,8,0.39
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,9.67
4,61.03,35.03,5.03,8,1.37
4,21.26,53.89,5.07,8,0.29
4,61.01,71.23,4.92,8,0.29
4,58.20,83.45,4.97,8,4.20
4,71.57,133.60,4.74,8,3.52
4,42.90,71.04,4.96,8,3.81
4,74.91,51.16,4.95,8,12.50
4,39.95,94.25,5.01,8,3.12
4,6.03,6.66,4.76,8,28.12
4,30.67,52.35,4.97,8,4.59
4,61.90,16.84,5.10,8,0.10
4,66.34,77.30,5.24,8,0.68
4,81.18,147.82,5.03,8,0.49
4,97.42,56.29,4.90,8,12.99
4,61.03,35.03,5.03,8,0.49
4,21.26,53.89,5.07,8,0.20
4,61.01,71.23,4.92,8,4.20
4,58.20,83.45,4.97,8,3.22
4,71.57,133.60,4.74,8,4.10
4,42.90,71.04,4.96,8,0.59
4,74.91,51.16,4.95,8,12.01
4,39.95,94.25,5.01,8,1.95
4,6.03,6.66,4.76,8,12.99
4,30.67,52.35,4.97,8,5.86
0,86.76,105.54,4.97,8,2.25
0,86.76,105.54,4.97,8,2.64
0,86.76,105.54,4.97,8,1.95
0,86.76,105.54,4.97,8,2.44
0,86.76,105.54,4.97,8,1.46
0,86.76,105.54,4.97,8,2.25
0,86.76,105.54,4.97,8,2.15
0,86.76,105.54,4.97,8,3.03
0,86.76,105.54,4.97,8,1.95
0,86.76,105.54,4.97,8,18.65
0,86.76,105.54,4.97,8,2.64
0,86.76,105.54,4.97,8,3.03
0,86.76,105.54,4.97,8,10.84
0,86.76,105.54,4.97,8,2.83
0,86.76,105.54,4.97,8,1.86
0,86.76,105.54,4.97,8,2.54
0,86.76,105.54,4.97,8,1.56
0,86.76,105.54,4.97,8,1.37
0,86.76,105.54,4.97,8,2.15
0,86.76,105.54,4.97,8,6.15
0,86.76,105.54,4.97,8,2.05
0,86.76,105.54,4.97,8,1.27
0,86.76,105.54,4.97,8,1.66
0,86.76,105.54,4.97,8,2.64
0,86.76,105.54,4.97,8,2.83
0,86.76,105.54,4.97,8,1.66
0,86.76,105.54,4.97,8,1.46
0,86.76,105.54,4.97,8,1.95
0,86.76,105.54,4.97,8,1.66
0,86.76,105.54,4.97,8,1.56
0,86.76,105.54,4.97,8,2.64
0,86.76,105.54,4.97,8,2.15
0,86.76,105.54,4.97,8,2.15
0,86.76,105.54,4.97,8,1.56
0,86.76,105.54,4.97,8,0.98
1,60.22,41.45,4.64,8,4.69
1,84.24,93.94,4.72,8,1.86
1,55.44,81.24,4.76,8,1.17
1,119.75,119.38,4.69,8,2.83
1,56.51,46.74,4.92,8,1.86
1,60.22,41.45,4.64,8,2.73
1,84.24,93.94,4.72,8,1.56
1,55.44,81.24,4.76,8,1.37
1,119.75,119.38,4.69,8,2.25
1,56.51,46.74,4.92,8,4.00
1,60.22,41.45,4.64,8,6.74
1,84.24,93.94,4.72,8,7.52
1,55.44,81.24,4.76,8,4.00
1,119.75,119.38,4.69,8,6.64
1,56.51,46.74,4.92,8,1.07
1,60.22,41.45,4.64,8,2.73
1,84.24,93.94,4.72,8,1.56
1,55.44,81.24,4.76,8,0.98
1,119.75,119.38,4.69,8,4.39
1,56.51,46.74,4.92,8,3.32
1,60.22,41.45,4.64,8,14.26
1,84.24,93.94,4.72,8,12.30
1,55.44,81.24,4.76,8,5.57
1,119.75,119.38,4.69,8,8.30
1,56.51,46.74,4.92,8,2.83
1,60.22,41.45,4.64,8,25.29
1,84.24,93.94,4.72,8,16.80
1,55.44,81.24,4.76,8,7.23
1,119.75,119.38,4.69,8,8.50
1,56.51,46.74,4.92,8,2.44
1,60.22,41.45,4.64,8,7.42
1,84.24,93.94,4.72,8,4.98
1,55.44,81.24,4.76,8,4.88
1,119.75,119.38,4.69,8,4.79
1,56.51,46.74,4.92,8,3.42
1,60.22,41.45,4.64,8,3.32
1,84.24,93.94,4.72,8,2.44
1,55.44,81.24,4.76,8,1.27
1,119.75,119.38,4.69,8,3.52
1,56.51,46.74,4.92,8,2.25
1,60.22,41.45,4.64,8,2.54
1,84.24,93.94,4.72,8,1.76
1,55.44,81.24,4.76,8,1.37
1,119.75,119.38,4.69,8,2.15
1,56.51,46.74,4.92,8,2.93
1,60.22,41.45,4.64,8,7.52
1,84.24,93.94,4.72,8,4.79
1,55.44,81.24,4.76,8,2.25
1,119.75,119.38,4.69,8,4.49
1,56.51,46.74,4.92,8,4.59
1,60.22,41.45,4.64,8,2.83
1,84.24,93.94,4.72,8,1.56
1,55.44,81.24,4.76,8,1.76
1,119.75,119.38,4.69,8,4.49
1,56.51,46.74,4.92,8,3.03
1,60.22,41.45,4.64,8,4.39
1,84.24,93.94,4.72,8,1.86
1,55.44,81.24,4.76,8,2.05
1,119.75,119.38,4.69,8,2.25
1,56.51,46.74,4.92,8,6.25
1,60.22,41.45,4.64,8,2.64
1,84.24,93.94,4.72,8,1.37
1,55.44,81.24,4.76,8,1.27
1,119.75,119.38,4.69,8,2.25
1,56.51,46.74,4.92,8,3.91
1,60.22,41.45,4.64,8,4.00
1,84.24,93.94,4.72,8,3.81
1,55.44,81.24,4.76,8,1.95
1,119.75,119.38,4.69,8,4.88
1,56.51,46.74,4.92,8,2.25
1,60.22,41.45,4.64,8,3.61
1,84.24,93.94,4.72,8,1.66
1,55.44,81.24,4.76,8,1.07
1,119.75,119.38,4.69,8,3.22
1,56.51,46.74,4.92,8,2.64
1,60.22,41.45,4.64,8,26.95
1,84.24,93.94,4.72,8,20.02
1,55.44,81.24,4.76,8,6.25
1,119.75,119.38,4.69,8,11.91
1,56.51,46.74,4.92,8,3.81
1,60.22,41.45,4.64,8,26.46
1,84.24,93.94,4.72,8,18.75
1,55.44,81.24,4.76,8,7.13
1,119.75,119.38,4.69,8,9.57
1,56.51,46.74,4.92,8,3.03
1,60.22,41.45,4.64,8,3.42
1,84.24,93.94,4.72,8,1.95
1,55.44,81.24,4.76,8,1.27
1,119.75,119.38,4.69,8,3.32
1,56.51,46.74,4.92,8,1.17
1,60.22,41.45,4.64,8,16.21
1,84.24,93.94,4.72,8,13.28
1,55.44,81.24,4.76,8,5.18
1,119.75,119.38,4.69,8,6.93
1,56.51,46.74,4.92,8,3.52
1,60.22,41.45,4.64,8,4.88
1,84.24,93.94,4.72,8,2.05
1,55.44,81.24,4.76,8,1.27
1,119.75,119.38,4.69,8,3.32
1,56.51,46.74,4.92,8,1.37
1,60.22,41.45,4.64,8,2.73
1,84.24,93.94,4.72,8,1.27
1,55.44,81.24,4.76,8,0.68
1,119.75,119.38,4.69,8,3.71
1,56.51,46.74,4.92,8,2.44
1,60.22,41.45,4.64,8,6.54
1,84.24,93.94,4.72,8,5.47
1,55.44,81.24,4.76,8,2.44
1,119.75,119.38,4.69,8,4.69
1,56.51,46.74,4.92,8,2.64
1,60.22,41.45,4.64,8,2.64
1,84.24,93.94,4.72,8,2.25
1,55.44,81.24,4.76,8,0.68
1,119.75,119.38,4.69,8,5.96
1,56.51,46.74,4.92,8,1.95
1,60.22,41.45,4.64,8,17.77
1,84.24,93.94,4.72,8,17.87
1,55.44,81.24,4.76,8,8.50
1,119.75,119.38,4.69,8,12.89
1,56.51,46.74,4.92,8,16.41
1,60.22,41.45,4.64,8,2.93
1,84.24,93.94,4.72,8,2.73
1,55.44,81.24,4.76,8,1.66
1,119.75,119.38,4.69,8,3.61
1,56.51,46.74,4.92,8,1.95
1,60.22,41.45,4.64,8,5.66
1,84.24,93.94,4.72,8,3.52
1,55.44,81.24,4.76,8,4.39
1,119.75,119.38,4.69,8,5.76
1,56.51,46.74,4.92,8,1.76
1,60.22,41.45,4.64,8,24.51
1,84.24,93.94,4.72,8,18.95
1,55.44,81.24,4.76,8,7.81
1,119.75,119.38,4.69,8,9.57
1,56.51,46.74,4.92,8,3.03
1,60.22,41.45,4.64,8,8.69
1,84.24,93.94,4.72,8,5.76
1,55.44,81.24,4.76,8,2.64
1,119.75,119.38,4.69,8,4.30
1,56.51,46.74,4.92,8,3.52
1,60.22,41.45,4.64,8,2.25
1,84.24,93.94,4.72,8,1.27
1,55.44,81.24,4.76,8,0.68
1,119.75,119.38,4.69,8,3.81
1,56.51,46.74,4.92,8,2.34
1,60.22,41.45,4.64,8,11.62
1,84.24,93.94,4.72,8,5.66
1,55.44,81.24,4.76,8,3.03
1,119.75,119.38,4.69,8,4.20
1,56.51,46.74,4.92,8,2.93
1,60.22,41.45,4.64,8,5.37
1,84.24,93.94,4.72,8,4.59
1,55.44,81.24,4.76,8,3.12
1,119.75,119.38,4.69,8,4.10
1,56.51,46.74,4.92,8,2.34
1,60.22,41.45,4.64,8,26.37
1,84.24,93.94,4.72,8,19.04
1,55.44,81.24,4.76,8,7.32
1,119.75,119.38,4.69,8,9.86
1,56.51,46.74,4.92,8,4.20
1,60.22,41.45,4.64,8,32.03
1,84.24,93.94,4.72,8,18.85
1,55.44,81.24,4.76,8,7.03
1,119.75,119.38,4.69,8,9.28
1,56.51,46.74,4.92,8,3.91
1,60.22,41.45,4.64,8,5.96
1,84.24,93.94,4.72,8,4.39
1,55.44,81.24,4.76,8,2.25
1,119.75,119.38,4.69,8,3.61
1,56.51,46.74,4.92,8,1.95
1,60.22,41.45,4.64,8,5.37
1,84.24,93.94,4.72,8,3.22
1,55.44,81.24,4.76,8,1.56
1,119.75,119.38,4.69,8,2.34
1,56.51,46.74,4.92,8,2.05
2,79.33,85.09,4.50,8,1.86
2,85.24,190.70,4.69,8,5.76
2,121.01,169.33,4.66,8,0.68
2,98.39,197.02,4.65,8,3.61
2,123.62,234.95,4.61,8,22.17
2,79.33,85.09,4.50,8,1.95
2,85.24,190.70,4.69,8,2.15
2,121.01,169.33,4.66,8,1.17
2,98.39,197.02,4.65,8,2.34
